Var.Lab,Rot. Padrão,Coluna temporária,Nome Banco,Tipo de Dado,Novo Rótulo,2016,2017,2018,2019,2022
PND2T230N0,VD2002,0,condicao_no_domicilio_vd2002,SMALLINT,Condição no domicílio,PND2T230N0,PND2T230N0,PND2T230N0,PND2T230N0,PND2T230N0
PND2T231N0,VD2003,0,numero_de_componentes_do_domicilio,SMALLINT,Número de componentes do domicílio (exclusive as pessoas cuja condição no domicílio era pensionista  empregado doméstico ou parente do empregado doméstico),PND2T231N0,PND2T231N0,PND2T231N0,PND2T231N0,PND2T231N0
PND2T232N0,VD2004,0,especie_da_unidade_domestica,SMALLINT,Espécie da unidade doméstica,PND2T232N0,PND2T232N0,PND2T232N0,PND2T232N0,PND2T232N0
PND2T283N0,VD2006,0,faixas_etarias_utilizadas_no_processo_de_calibraceo,SMALLINT,Faixas etárias utilizadas no processo de calibração,PND2T283N0,PND2T283N0,PND2T283N0,PND2T283N0,PND2T283N0
PND2T233N0,VD3004,0,nivel_de_instruc_mais_elevad_para_o_fundam_com_duracao_9_anos,SMALLINT,Nível de instrução mais elevado alcançado (pessoas de 5 anos ou mais de idade) padronizado para o Ensino fundamental com duração de 9 anos,PND2T233N0,PND2T233N0,PND2T233N0,PND2T233N0,PND2T233N0
PND2T234N0,VD3005,0,anos_de_estudo_padron_para_o_fundam_com_duracao_9_anos,SMALLINT,Anos de estudo (pessoas de 5 anos ou mais de idade) padronizado para o Ensino fundamental com duração de 9 anos,PND2T234N0,PND2T234N0,PND2T234N0,PND2T234N0,PND2T234N0
PND2T235N0,VD3006,0,grupos_de_anos_de_estudo_padron_para_o_fundam_siste_de_9_ano,SMALLINT,Grupos de anos de estudo (pessoas de 5 anos ou mais de idade) padronizado para o Ensino fundamental  - SISTEMA DE 9 ANOS,PND2T235N0,PND2T235N0,PND2T235N0,PND2T235N0,PND2T235N0
PND2T236N0,VD4001,0,condicao_da_forca_de_trabalho_para_pessoas_de_14_ano_ou_mais,SMALLINT,Condição em relação à força de trabalho na semana de referência para pessoas de 14 anos ou mais de idade,PND2T236N0,PND2T236N0,PND2T236N0,PND2T236N0,PND2T236N0
PND2T237N0,VD4002,0,condicao_de_ocupacao_para_pessoas_de_14_anos_ou_mais,SMALLINT,Condição de ocupação na semana de referência para pessoas de 14 anos ou mais de idade,PND2T237N0,PND2T237N0,PND2T237N0,PND2T237N0,PND2T237N0
PND2T238N0,VD4003,0,forca_de_trabalho_potencial_para_pessoas_de_14_anos_ou_mais,SMALLINT,Força de trabalho potencial para pessoas de 14 anos ou mais de idade,PND2T238N0,PND2T238N0,PND2T238N0,PND2T238N0,PND2T238N0
PND2T239N0,VD4004A,0,subocupaceo_por_insuficiencia_de_horas_habitual_trab_nos_trab,SMALLINT,Subocupação por insuficiência de horas habitualmente trabalhadas em todos os trabalhos,PND2T239N0,PND2T239N0,PND2T239N0,PND2T239N0,PND2T239N0
PND2T240N0,VD4005,0,pessoas_desalentadas_na_semana_de_referencia,SMALLINT,Pessoas desalentadas na semana de referência,PND2T240N0,PND2T240N0,PND2T240N0,PND2T240N0,PND2T240N0
PND2T241N0,VD4007,0,posi_no_trab_princi_para_pessoas_de_14_anos_ou_mais_sem_cal,SMALLINT,Posição na ocupação no trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade,PND2T241N0,PND2T241N0,PND2T241N0,PND2T241N0,PND2T241N0
PND2T242N0,VD4008,0,posi_no_trab_princi_para_pessoas_de_14_anos_ou_mais_com_cal,SMALLINT,Posição na ocupação no trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade (com subcategorias de empregados),PND2T242N0,PND2T242N0,PND2T242N0,PND2T242N0,PND2T242N0
PND2T243N0,VD4009,0,posi_e_categ_do_trabalho_princi_para_pessoas_de_14_ano_ou_mai,SMALLINT,Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade,PND2T243N0,PND2T243N0,PND2T243N0,PND2T243N0,PND2T243N0
PND2T244N0,VD4010,0,grup_de_ativi_princi_do_trab_princi_para_pesso_de_14_ano_ou_mai,SMALLINT,Grupamentos de atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade,PND2T244N0,PND2T244N0,PND2T244N0,PND2T244N0,PND2T244N0
PND2T245N0,VD4011,0,grup_ocupacionais_do_trab_princi_para_pessoa_de_14_ano_ou_mai,SMALLINT,Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade,PND2T245N0,PND2T245N0,PND2T245N0,PND2T245N0,PND2T245N0
PND2T246N0,VD4012,0,contribui_para_previd_em_trab_para_pessoa_de_14_ano_ou_mai,SMALLINT,Contribuição para instituto de previdência em qualquer trabalho da semana de referência para pessoas de 14 anos ou mais de idade,PND2T246N0,PND2T246N0,PND2T246N0,PND2T246N0,PND2T246N0
PND2T247N0,VD4013,0,faixa_horas_habitual_trab_semanal_para_pessoa_de_14_ano_ou_mai,SMALLINT,Faixa das horas habitualmente trabalhadas por semana em todos os trabalhos para pessoas de 14 anos ou mais de idade,PND2T247N0,PND2T247N0,PND2T247N0,PND2T247N0,PND2T247N0
PND2T248N0,VD4014,0,faixa_horas_efetivamente_trab_para_pessoa_de_14_ano_ou_mais,SMALLINT,Faixa das horas efetivamente trabalhadas na semana de referência em todos os trabalhos  para pessoas de 14 anos ou mais de idade,PND2T248N0,PND2T248N0,PND2T248N0,PND2T248N0,PND2T248N0
PND2T249N0,VD4015,0,tipo_de_remune_receb_no_trab_para_pessoa_de_14_ano_ou_mai,SMALLINT,Tipo de remuneração habitualmente recebida no trabalho principal para pessoas de 14 anos ou mais de idade,PND2T249N0,PND2T249N0,PND2T249N0,PND2T249N0,PND2T249N0
PND2T250N0,VD4016,0,rendi_mensal_do_trab_principal_para_pessoas_de_14_anos_ou_mais,INT,Rendimento mensal habitual do trabalho principal para pessoas de 14 anos ou mais de idade (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias no trabalho principal),PND2T250N0,PND2T250N0,PND2T250N0,PND2T250N0,PND2T250N0
PND2T251N0,VD4017,0,rendi_mensal_efetivo_do_trab_para_pessoas_de_14_anos_ou_mais,INT,Rendimento mensal efetivo do trabalho principal para pessoas de 14 anos ou mais de idade (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias no trabalho principal),PND2T251N0,PND2T251N0,PND2T251N0,PND2T251N0,PND2T251N0
PND2T252N0,VD4018,0,tipo_de_remune_receb_em_todo_trab_pessoa_de_14_ano_ou_mai,INT,Tipo de remuneração habitualmente recebida em todos os trabalhos para pessoas de 14 anos ou mais de idade,PND2T252N0,PND2T252N0,PND2T252N0,PND2T252N0,PND2T252N0
PND2T253N0,VD4019,0,rendi_mensal_de_todos_os_trab_para_pessoa_de_14_ano_ou_mai,INT,Rendimento mensal habitual de todos os trabalhos para pessoas de 14 anos ou mais de idade (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias em qualquer trabalho),PND2T253N0,PND2T253N0,PND2T253N0,PND2T253N0,PND2T253N0
PND2T254N0,VD4020,0,rendi_mensal_efetivo_de_todos_os_trab_pessoa_de_14_ano_ou_mai,INT,Rendimento mensal efetivo de todos os trabalhos para pessoas de 14 anos ou mais de idade (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias em qualquer trabalho),PND2T254N0,PND2T254N0,PND2T254N0,PND2T254N0,PND2T254N0
PND2T255N0,VDI4022,0,rendimento_mensal_efetivo_de_todas_as_fontes,INT,Rendimento mensal efetivo de todas as fontes (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias em qualquer trabalho ou que receberam rendimentos em dinheiro de outras fontes)(Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T255N0,PND2T255N0,PND2T255N0,PND2T255N0,PND2T255N0
PND2T256N0,VD4023,0,motivo_pelo_qual_nao_procurou_trabalho_sem_cal,INT,Motivo pelo qual não procurou trabalho ou não gostaria de ter trabalhado ou não estava disponível para iniciar um trabalho,PND2T256N0,PND2T256N0,PND2T256N0,PND2T256N0,PND2T256N0
PND2T257N0,VD4030,0,motivo_pelo_qual_nao_procurou_trabalho_com_cal,SMALLINT,Motivo pelo qual não procurou trabalho ou não gostaria de ter trabalhado ou não estava disponível para iniciar um trabalho,PND2T257N0,PND2T257N0,PND2T257N0,PND2T257N0,PND2T257N0
PND2T258N0,VD4031,0,hora_trab_por_sem_em_todo_o_trab_para_pessoa_de_14_ano_ou_m,SMALLINT,Horas habitualmente trabalhadas por semana em todos os trabalhos para pessoas de 14 anos ou mais de idade,PND2T258N0,PND2T258N0,PND2T258N0,PND2T258N0,PND2T258N0
PND2T259N0,VD4032,0,horas_trab_no_trabalho_principal_para_pessoas_de_14_anos_ou_m,SMALLINT,Horas efetivamente trabalhadas na semana de referência no trabalho principal para pessoas de 14 anos ou mais de idade,PND2T259N0,PND2T259N0,PND2T259N0,PND2T259N0,PND2T259N0
PND2T260N0,VD4033,0,horas_trab_no_trabalho_sec_para_pessoas_de_14_anos_ou_mais,SMALLINT,Horas efetivamente trabalhadas na semana de referência no trabalho secundário para pessoas de 14 anos ou mais de idade,PND2T260N0,PND2T260N0,PND2T260N0,PND2T260N0,PND2T260N0
PND2T261N0,VD4034,0,horas_trab_nos_outros_trab_para_pessoas_de_14_anos_ou_mais,SMALLINT,Horas efetivamente trabalhadas na semana de referência nos outros trabalhos para pessoas de 14 anos ou mais de idade,PND2T261N0,PND2T261N0,PND2T261N0,PND2T261N0,PND2T261N0
PND2T262N0,VD4035,0,horas_trab_em_todos_os_trab_para_pessoas_de_14_anos_ou_mais,SMALLINT,Horas efetivamente trabalhadas na semana de referência em todos os trabalhos para pessoas de 14 anos ou mais de idade,PND2T262N0,PND2T262N0,PND2T262N0,PND2T262N0,PND2T262N0
PND2T263N0,VD4036,0,faixa_da_hora_trab_por_sem_no_trab_para_pessoa_de_14_ou_mai,SMALLINT,Faixa das horas habitualmente trabalhadas por semana no trabalho principal para pessoas de 14 anos ou mais de idade,PND2T263N0,PND2T263N0,PND2T263N0,PND2T263N0,PND2T263N0
PND2T264N0,VD4037,0,faixa_da_hora_efetiva_trab_no_trab_para_pessoa_de_14_ano_ou_m,SMALLINT,Faixa das horas efetivamente trabalhadas na semana de referência no trabalho principal  para pessoas de 14 anos ou mais de idade,PND2T264N0,PND2T264N0,PND2T264N0,PND2T264N0,PND2T264N0
PND2T265N0,VDI4046,0,rend_rece_em_toda_fonte_de_todo_os_trab_de_outr_font_VDI4046,INT,Rendimento recebido em todas as fontes (habitual de todos os trabalhos e efetivo de outras fontes)  (apenas para pessoas que receberam em dinheiro  produtos ou mercadorias em qualquer trabalho ou que receberam rendimentos em dinheiro de outras fontes) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T265N0,PND2T265N0,PND2T265N0,PND2T265N0,PND2T265N0
PND2T266N0,VDI4047,0,rendimento_efetivo_recebido_de_programas_sociais_e_aplica_finan,INT,Rendimento efetivo recebido de programas sociais  seguro-desemprego  seguro-defeso  bolsa de estudos  rendimento de caderneta de poupança e outras aplicações financeiras (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T266N0,PND2T266N0,PND2T266N0,PND2T266N0,PND2T266N0
PND2T267N0,VDI4048,0,rendimento_efetivo_recebido_de_outras_fontes,INT,Rendimento efetivo recebido de outras fontes (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T267N0,PND2T267N0,PND2T267N0,PND2T267N0,PND2T267N0
PND2T268N0,VDI4052,0,rend_rece_em_toda_fonte_de_todo_os_trab_de_outr_font_VDI4052,INT,Rendimento recebido em todas as fontes (habitual de todos os trabalhos e efetivo de outras fontes)  (apenas para pessoas que receberam em dinheiro  produtos  mercadorias  cartão/tíquete transporte ou alimentação em qualquer trabalho ou que receberam rendimentos em dinheiro de outras fontes) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T268N0,PND2T268N0,PND2T268N0,PND2T268N0,PND2T268N0
PND2T269N0,VDI5001,0,rend_efetivo_domiciliar_exclusive_rendiment_em_cartao_transport,INT,Rendimento (efetivo) domiciliar (exclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T269N0,PND2T269N0,PND2T269N0,PND2T269N0,PND2T269N0
PND2T270N0,VDI5002,0,rend_efetivo_domiciliar_per_capita_exclusi_rendi_cart_transport,INT,Rendimento (efetivo) domiciliar per capita (exclusive rendimentos em cartão/tíquete transporte ou alimentação)   (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T270N0,PND2T270N0,PND2T270N0,PND2T270N0,PND2T270N0
PND2T271N0,VDI5003,0,faixa_de_rendi_efetivo_domi_percap_exclus_rendi_em_cart_transp,SMALLINT,Faixa de rendimento (efetivo) domiciliar per capita (exclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T271N0,PND2T271N0,PND2T271N0,PND2T271N0,PND2T271N0
PND2T272N0,VDI5004,0,rendi_efetivo_domi_inclusive_rendim_em_cartao_transporte,INT,Rendimento (efetivo) domiciliar (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T272N0,PND2T272N0,PND2T272N0,PND2T272N0,PND2T272N0
PND2T273N0,VDI5005,0,rendi_efetivo_domi_percap_inclusive_rendi_em_cartao_transporte,INT,Rendimento (efetivo) domiciliar per capita (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T273N0,PND2T273N0,PND2T273N0,PND2T273N0,PND2T273N0
PND2T274N0,VDI5006,0,faixa_de_rendi_efetivo_domi_percap_inclusive_rendi_em_cart_tran,SMALLINT,Faixa de rendimento (efetivo) domiciliar per capita (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T274N0,PND2T274N0,PND2T274N0,PND2T274N0,PND2T274N0
PND2T275N0,VDI5007,0,rendi_domi_habitua_de_todo_os_trab_e_efeti_de_outr_font_VDI5007,INT,Rendimento domiciliar (habitual de todos os trabalhos e efetivo de outras fontes) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T275N0,PND2T275N0,PND2T275N0,PND2T275N0,PND2T275N0
PND2T276N0,VDI5008,0,rendi_domi_percap_de_todo_o_trab_e_efeti_de_outr_font_VDI5008,INT,Rendimento domiciliar per capita (habitual de todos os trabalhos e efetivo de outras fontes)   (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T276N0,PND2T276N0,PND2T276N0,PND2T276N0,PND2T276N0
PND2T277N0,VDI5009,0,faixa_de_rendi_domi_percap_de_tod_o_trab_e_de_outr_font_VDI5009,INT,Faixa de rendimento domiciliar per capita (habitual de todos os trabalhos e efetivo de outras fontes)  (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T277N0,PND2T277N0,PND2T277N0,PND2T277N0,PND2T277N0
PND2T278N0,VDI5010,0,rendi_domi_habitua_de_todo_os_trab_e_efeti_de_outr_font_VDI5010,INT,Rendimento domiciliar  (habitual de todos os trabalhos e efetivo de outras fontes)  (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T278N0,PND2T278N0,PND2T278N0,PND2T278N0,PND2T278N0
PND2T279N0,VDI5011,0,efetivo,INT,Rendimento domiciliar per capita (habitual de todos os trabalhos e efetivo de outras fontes) (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T279N0,PND2T279N0,PND2T279N0,PND2T279N0,PND2T279N0
PND2T280N0,VDI5012,0,faixa_rendimento,SMALLINT,Faixa de rendimento domiciliar per capita (habitual de todos os trabalhos e efetivo de outras fontes) (inclusive rendimentos em cartão/tíquete transporte ou alimentação) (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista  empregado doméstico ou parente do empregado doméstico) (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T280N0,PND2T280N0,PND2T280N0,PND2T280N0,PND2T280N0
PND2T281N0,V1033,0,projecao_populacao_por_sexo_idade,INT,Projeção da população por sexo e idade,PND2T281N0,PND2T281N0,PND2T281N0,PND2T281N0,PND2T281N0
PND2T282N0,posest_sxi,0,dominios_projecao_por_sexo_idade,SMALLINT,Domínios de projeção por sexo e idade,PND2T282N0,PND2T282N0,PND2T282N0,PND2T282N0,PND2T282N0
PND2T284N0,S12001A,0,tipo_de_entrevista,SMALLINT,Tipo de entrevista,,,,,PND2T284N0
PND2T285N0,S12002,0,qual_e_a_sua_relacao_de_parentesco_com_o_nome_da_crianca,SMALLINT,Qual é a sua relação de parentesco com o(a) ”nome da criança”?,,,,,PND2T285N0
PND2T286N0,S12003,0,ultima_vez_que_a crianca_utilizou_algum_tipo_de_atendi_na_UBS,SMALLINT,Quando foi a última vez que o(a) ______ (“nome da criança”) utilizou algum tipo de atendimento (médico  dentista  exames  vacinação  nebulização (inalação) etc.) na Unidade Básica de Saúde (posto ou centro de saúde) ou Unidade de Saúde da Família?  ,,,,,PND2T286N0
PND2T287N0,S12004,0,de_0_a_10_o quant_vc_recom_este_servi_de_saude_para_um_amig,SMALLINT,Em uma escala de 0 a 10  onde “0” é não recomendaria de forma alguma e “10” com certeza recomendaria  o quanto você recomendaria este “serviço de saúde” para um(a) amigo(a) ou familiar? ,,,,,PND2T287N0
PND2T288N0,S12005,0,qual_foi_o_principal_motivo_para_dar_essa_pontuacao,SMALLINT,Qual foi o principal motivo para dar essa pontuação?,,,,,PND2T288N0
PND2T289N0,S12006,0,ultima_vez_que_o_nome_da_crianca_se_consultou_com_um_medico,SMALLINT,Quando foi a última vez que o(a) ______ (“nome da criança”) se consultou com um(a) médico(a)? ,,,,,PND2T289N0
PND2T290N0,S12007,0,principal_motivo_a_crianca_ter_se_consult_com_esse_medico,SMALLINT,Qual foi o principal motivo de “nome da criança” ter se consultado com esse(a) médico(a)? ,,,,,PND2T290N0
PND2T291N0,S12008,0,onde_foi_esse_atendimento_medico,SMALLINT,Onde foi esse atendimento médico?,,,,,PND2T291N0
PND2T292N0,S12009,0,foi_o_primeiro_atendimento_do_nome_da_crianca_com_esse_medico,SMALLINT,Foi o primeiro atendimento do(a) “nome da criança” com esse(a) médico(a)?,,,,,PND2T292N0
PND2T293N0,S12011,0,procura_o_medico_quando_a_crianca_fica_doente,SMALLINT,"Você geralmente procura o(a) Dr.(a) “nome do(a) médico(a)"" quando o(a) “nome da criança” fica doente ou se você precisa de conselhos sobre a saúde dele(a) ?",,,,,PND2T293N0
PND2T294N0,S12012,0,o_medico_e_medica_que_melhor_conhece_a_crianca_como pessoa,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"" ) é o(a) médico(a) que melhor conhece o(a) ______ (“nome da criança”) como pessoa (ex: conhece sua rotina  seus hábitos  seu cotidiano  sua família  amigos  etc)?  ",,,,,PND2T294N0
PND2T295N0,S12013,0,o_medico_e_o_mais_respons_pelo_atendi_de_saude_da_crianca,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"" ) é o(a) principal médico(a) (mais responsável) pelo atendimento de saúde do(a) ______ (“nome da criança”)? ",,,,,PND2T295N0
PND2T296N0,S12014,0,crianca_necess_de_consulta_de_rotina_vai_ao_medi_antes_de_outro,SMALLINT,"Quando o(a) ______ (“nome da criança”)” necessita de uma consulta de rotina (revisão  check-up  acompanhamento do crescimento e desenvolvimento)  você vai ao(à) Dr.(a) ______ (“nome do(a) médico(a)"" ) antes de ir a outro serviço de saúde? ",,,,,PND2T296N0
PND2T297N0,S12015,0,crianca_um_novo_problema_de_saude_vai_ao_medi_antes_de_outro,SMALLINT,Quando o(a) “nome da criança” tem um novo problema de saúde  você vai ao(à) Dr.(a) “nome do(a) médico(a)” antes de ir a outro serviço de saúde?,,,,,PND2T297N0
PND2T298N0,S12016,0,servic_de_saud_abert_e_crianc_doent_alguem_atend_no_mesm_dia,SMALLINT,Quando o “serviço de saúde” está aberto e o(a) ______ (“nome da criança”)  fica doente  alguém deste local o/a atende no mesmo dia?,,,,,PND2T298N0
PND2T299N0,S12017,0,e_facil_marcar_hora_consulta_de_roti_da_crianc_no_servic_d_saud,SMALLINT,"É fácil marcar hora para uma consulta de rotina (revisão  check-up  acompanhamento do crescimento e desenvolvimento) do(a) ______ (“nome da criança”) no ""serviço de saúde”?",,,,,PND2T299N0
PND2T300N0,S12018,0,tem_que_espera_mais_de_30_min_para_crianc_consult_com_medic,SMALLINT,"Quando você chega ao “serviço de saúde”  você tem que esperar mais de 30 minutos para que o(a) ______ (“nome da criança”)  consulte com Dr.(a) ______ (“nome do(a) médico(a)"" ) (sem considerar a triagem ou o acolhimento)? ",,,,,PND2T300N0
PND2T301N0,S12019,0,sempre_medico_que_atende_a_crianca_todas_as_vezes,SMALLINT,"Quando você vai ao “serviço de saúde”  é sempre Dr.(a) ______ (“nome do(a) médico(a)"" ) que atende o(a) ______ (“nome da criança”) todas as vezes? ",,,,,PND2T301N0
PND2T302N0,S12020,0,se_voce_tiver_uma_pergunta_conseg_telefona_e_fala_com_medic,SMALLINT,"Se você tiver uma pergunta  consegue telefonar e falar com Dr.(a) ________ (“nome do(a) médico(a"") ?",,,,,PND2T302N0
PND2T303N0,S12021,0,se_sent_a_vontad_contand_a_sua_preocu_com_a_crianc_ao_medic,SMALLINT,Você se sente à vontade contando as suas preocupações ou problemas com o(a) ______ (“nome da criança”) ao(à) Dr.(a) ________ (“nome do(a) médico(a)”)? ,,,,,PND2T303N0
PND2T304N0,S12022,0,o_medico_conhece_todo_o_historico_medico_da_crianca,SMALLINT,O(A) Dr.(a) ________ (“nome do(a) médico(a)”) conhece todo o histórico médico (de saúde) do(a) ______ (“nome da criança”)? ,,,,,PND2T304N0
PND2T305N0,S12023,0,voce_acha_que_medico_conhece_bem_a_familia_da_crianca,SMALLINT,Você acha que Dr.(a) ________ (“nome do(a) médico(a)”) conhece bem a família do(a) ______ (“nome da criança”)? ,,,,,PND2T305N0
PND2T306N0,S12024,0,crianca_consulto_algum_especialist_no_periodo_acompa_pel_medic,SMALLINT,"O(A) ______ (“nome da criança”) consultou algum especialista (ou serviço especializado) no período em que estava sendo acompanhado(a) pelo Dr.(a) ______ (“nome do(a) médico(a)"") ? ",,,,,PND2T306N0
PND2T307N0,S12025,0,o_medico_sabe_quais_foram_os_resultados_dessa_consulta,SMALLINT,O(A) Dr.(a) “nome do(a) médico(a)” sabe quais foram os resultados dessa consulta?,,,,,PND2T307N0
PND2T308N0,S12026,0,dps_q_crianc_foi_ao_especiali_o_medic_conve_com_vc_sobr_consu,SMALLINT,Depois que o(a) “nome da criança” foi ao especialista (ou serviço especializado)  o(a) Dr.(a) “nome do(a) médico(a)” conversou com você sobre o que aconteceu durante essa consulta?,,,,,PND2T308N0
PND2T309N0,S12027,0,medico_pareceu_interes_no_cuida_que_a_crianca_receb_no_especi,SMALLINT,O(A) Dr.(a) “nome do(a) médico(a)” pareceu interessado(a) na qualidade do cuidado que o(a) “nome da criança” recebeu no(a) especialista ou serviço especializado (perguntou se a criança foi bem ou mal atendida)?,,,,,PND2T309N0
PND2T310N0,S12028,0,leva_a_crianc_medico_o_prontua_medic_dela_sempr_disp_na_consu,SMALLINT,"Quando você leva o(a) ______ (“nome da criança”) ao(à) Dr.(a) ______ (“nome do(a) médico(a)"" )  o prontuário médico (histórico de saúde  ficha médica) dele(a) está sempre disponível na consulta?",,,,,PND2T310N0
PND2T311N0,S12029,0,planejamento_familiar_ou_metodos_anticoncepcionais,SMALLINT,Planejamento familiar ou métodos anticoncepcionais (pílula  camisinha etc.),,,,,PND2T311N0
PND2T312N0,S12030,0,inclusao_em_programa_de_suplementacao_nutricional,SMALLINT,Inclusão em programa de suplementação nutricional (leite  alimentos),,,,,PND2T312N0
PND2T313N0,S12031,0,aconselhamento_ou_tratamento_para_o_uso_prejudicial_de_drogas,SMALLINT,Aconselhamento ou tratamento para o uso prejudicial de drogas como “álcool”  “cocaína”  “remédios para dormir”,,,,,PND2T313N0
PND2T314N0,S12032,0,aconselhamento_psicologico_ou_de_saude_mental,SMALLINT,Aconselhamento psicológico ou de saúde mental (ansiedade  depressão) ,,,,,PND2T314N0
PND2T315N0,S12033,0,identificacao_ou_avaliacao_de_problemas_visuais,SMALLINT,Identificação ou avaliação de problemas visuais (para enxergar),,,,,PND2T315N0
PND2T316N0,S12034,0,o_que_voce_deve_esperar_de_cada_idade,SMALLINT,Mudanças do crescimento e desenvolvimento da criança  isto é  o que você deve esperar de cada idade (ex.: quando a criança irá caminhar  controlar o xixi etc.),,,,,PND2T316N0
PND2T317N0,S12035,0,maneiras_de_lidar_com_os_problemas_de_comporto_da_crianc,SMALLINT,Maneiras de lidar com os problemas de comportamento da criança,,,,,PND2T317N0
PND2T318N0,S12036,0,maneiras_para_manter_a_crianca_segura,SMALLINT,Maneiras para manter a criança segura (Por exemplo: evitar tombos de altura ou manter as crianças afastadas do fogão  etc.),,,,,PND2T318N0
PND2T319N0,S12037,0,o_medic_pergunt_as_suas_ideias_e_opinioes_ao_planejar_o_tratame,SMALLINT,O(A) Dr.(a) “nome do(a) médico(a)” pergunta as suas ideias e opiniões (o que você acha ou pensa) ao planejar o tratamento e cuidado do(a) “nome da criança”?,,,,,PND2T319N0
PND2T320N0,S12038,0,o_medico_ja_perguntou_para_vc_sobre_doenc_que_ocorre_na_famili,SMALLINT,O(A) Dr.(a) “nome do(a) médico(a)” já perguntou para você sobre doenças ou problemas que podem ocorrer na família do(a) “nome da criança” (ex.: câncer  alcoolismo  depressão)?,,,,,PND2T320N0
PND2T321N0,S12039,0,medico_reuni_com_outro_membr_fami_da_crianc_se_vc_acha_nece,SMALLINT,O(A) Dr.(a) “nome do(a) médico(a)” se reuniria com outros membros da família do(a) “nome da criança” se você achasse necessário?,,,,,PND2T321N0
PND2T322N0,S12040,0,o_medico_conhece_os_problemas_de_saude_na_sua_vizinhanca,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"" ) conhece os problemas de saúde importantes na sua vizinhança?",,,,,PND2T322N0
